Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM747,305,Affiliate,2024-10-19,2024-10-25,3055.0,293508,383168,7.76,8.09,531,57.77
CM3198,204,Giveaway,2024-04-18,2024-04-14,2482.0,58782,191339,,11.19,133,56.32
CM5078,315,Brand Awareness,2024-07-28,2024-08-03,1724.0,728967,734683,1.41,3.04,175,17.5
CM2454,295,Brand Awareness,2024-11-08,2024-11-18,566.0,835311,991093,5.66,8.57,958,-7.62
CM4738,341,Product Launch,2024-05-14,2024-05-22,9167.0,247328,250213,4.38,13.6,756,3.27
CM3555,337,Giveaway,2024-09-01,2024-09-12,8654.0,82468,230198,3.01,3.66,888,10.06
CM4117,273,Brand Awareness,2024-04-02,2024-04-02,6840.0,119903,187584,7.98,11.47,109,46.58
CM1415,279,Affiliate,2024-08-08,2024-08-13,5222.0,470209,559575,4.62,11.26,738,16.01
CM1188,225,Giveaway,2024-10-11,2024-10-27,8677.0,407557,436958,7.95,8.98,916,23.68
CM2231,258,Giveaway,2024-01-01,2024-01-03,3946.0,913510,927059,0.94,7.65,919,58.62
CM4653,328,Product Launch,2024-05-02,2024-04-26,8154.0,319862,328959,3.87,0.9,566,29.4
CM3931,299,Affiliate,2024-01-02,2024-01-21,9006.0,857702,867900,1.47,7.62,977,31.66
CM1450,348,Affiliate,2024-08-29,2024-09-13,1222.0,940277,983431,6.06,3.86,259,24.37
CM3293,271,Brand Awareness,2024-04-19,2024-04-30,8160.0,898774,1037892,4.31,11.65,11,36.77
CM212,328,Affiliate,2024-05-25,2024-06-01,7725.0,379337,538613,6.28,12.13,333,-7.19
CM4019,271,Product Launch,2024-12-08,2024-11-29,4040.0,349112,465712,5.69,2.44,925,33.79
CM363,296,Affiliate,2024-10-19,2024-11-06,9734.0,347768,510236,9.68,3.37,967,58.57
CM1493,338,Product Launch,2024-09-18,2024-10-07,9758.0,632820,788076,0.8,8.25,136,13.92
CM5082,333,Giveaway,2024-08-08,2024-08-20,7907.0,554130,724073,6.75,0.31,354,-3.17
CM1286,218,Giveaway,2024-01-12,2024-01-14,3980.0,667297,702783,7.4,1.57,374,8.1
CM4792,260,Product Launch,2024-10-05,2024-10-02,,867236,1037792,6.88,10.52,767,47.58
CM156,204,Brand Awareness,2024-07-31,2024-08-19,2660.0,350931,417967,1.1,11.46,551,5.9
CM1409,299,Giveaway,2024-09-14,2024-09-09,,554392,619654,5.5,10.11,56,25.85
CM795,297,Giveaway,2024-11-07,2024-11-22,5734.0,234420,277950,0.59,14.16,120,17.96
CM4434,327,Product Launch,2024-03-14,2024-03-15,1287.0,321602,440373,2.34,8.29,707,12.8
CM4054,322,Giveaway,2024-09-10,2024-09-22,2370.0,861649,1025001,9.95,6.29,997,2.89
CM2484,278,Giveaway,2024-10-18,2024-11-03,6761.0,777890,962024,1.47,13.51,542,55.41
CM4404,345,Giveaway,2024-03-09,2024-03-14,4396.0,353265,457710,0.64,9.39,496,15.39
CM4478,271,Affiliate,2024-05-19,2024-05-14,1104.0,517663,634070,4.14,13.76,76,50.93
CM3783,320,Giveaway,2024-06-11,2024-06-17,3562.0,155161,245613,4.5,4.52,432,44.69
CM2041,263,Product Launch,2024-12-02,2024-12-17,9358.0,225903,301301,4.73,5.72,779,57.76
CM419,329,Giveaway,2024-01-11,2024-01-12,6693.0,729669,788442,4.48,11.04,361,54.84
CM2536,322,Product Launch,2024-05-31,2024-06-11,8773.0,905838,956023,7.86,5.94,101,-4.73
CM1689,313,Brand Awareness,2024-05-10,2024-05-14,,857306,1053115,2.94,4.3,179,32.0
CM782,295,Brand Awareness,2024-03-04,2024-02-27,,375673,378184,2.52,13.85,841,21.2
CM3242,328,Giveaway,2024-11-24,2024-12-09,1694.0,309151,332022,0.51,1.3,168,34.19
CM3525,324,Brand Awareness,2024-01-27,2024-02-07,3212.0,884654,1053792,4.39,4.78,712,38.12
CM579,291,Brand Awareness,2024-04-14,2024-04-12,4404.0,604986,728402,5.05,8.76,381,12.16
CM3837,295,Brand Awareness,2024-07-25,2024-07-15,6209.0,225059,257450,6.19,4.42,499,33.69
CM3138,271,Product Launch,2024-10-11,2024-10-04,8143.0,726267,801993,3.23,10.18,126,30.57
CM386,305,Product Launch,2024-04-01,2024-04-13,9258.0,202157,256249,4.63,10.78,273,
CM3892,302,Product Launch,2024-03-17,2024-03-15,,735330,927290,1.2,11.64,927,20.1
CM2178,345,Affiliate,2024-03-05,2024-03-20,9643.0,812147,829176,7.02,11.35,133,31.37
CM3731,324,Giveaway,2024-11-28,2024-12-06,4394.0,808903,961295,9.42,6.76,380,-2.03
CM2669,321,Affiliate,2024-11-19,2024-11-15,9845.0,200269,318250,0.98,6.55,938,17.11
CM2021,279,Product Launch,2024-01-29,2024-02-11,6783.0,698371,840416,1.18,6.47,958,16.9
CM4466,335,Brand Awareness,2024-06-06,2024-06-25,7170.0,678186,838123,6.36,5.86,28,40.29
CM3829,337,Giveaway,2024-07-15,2024-07-14,1286.0,540693,555870,0.74,11.82,651,-7.98
CM1698,338,Product Launch,2024-12-20,2025-01-04,2042.0,25419,149895,1.39,10.33,641,42.59
CM2588,328,Product Launch,2024-08-08,2024-08-06,8262.0,681882,805334,5.91,9.58,850,48.14
CM4722,211,Affiliate,2024-01-15,2024-01-20,3277.0,796754,989972,8.68,12.85,872,19.78
CM836,299,Affiliate,2024-10-07,2024-10-13,4045.0,973360,981076,3.37,9.74,227,58.14
CM2502,330,Brand Awareness,2024-09-27,2024-10-03,3069.0,898971,1061143,4.06,13.03,453,13.69
CM436,218,Product Launch,2024-10-17,2024-10-18,9283.0,98807,226952,4.15,4.64,546,-2.38
CM4936,247,Brand Awareness,2024-03-26,2024-04-14,5857.0,448842,605757,2.68,3.83,150,-8.45
CM3051,323,Product Launch,2024-05-20,2024-05-11,2246.0,979324,1000487,6.36,0.89,391,54.11
CM2912,348,Product Launch,2024-07-20,2024-07-15,7597.0,567805,710441,5.14,8.71,935,-8.81
CM4640,258,Product Launch,2024-09-13,2024-09-25,7990.0,53195,113326,0.86,0.3,56,37.93
CM1171,137,Product Launch,2024-04-12,2024-04-27,1039.0,367754,452479,3.91,12.45,850,25.18
CM2540,348,Brand Awareness,2024-01-10,2024-01-08,4444.0,291530,365710,4.8,12.62,110,46.72
CM4576,302,Giveaway,2024-06-24,2024-07-11,7095.0,832299,887148,5.85,11.56,901,37.6
CM2541,331,Giveaway,2024-12-21,2024-12-13,6926.0,773092,824354,2.64,7.21,890,59.47
CM4410,296,Brand Awareness,2024-09-16,2024-09-11,4170.0,682598,866315,1.88,0.57,627,37.53
CM2817,315,Giveaway,2024-10-22,2024-10-21,8928.0,407582,529899,3.03,5.14,127,35.63
CM4342,319,Giveaway,2024-01-20,2024-01-15,3760.0,406770,428626,7.48,11.93,25,12.31
CM181,343,Giveaway,2024-02-04,2024-02-01,9931.0,84404,102047,9.48,0.8,435,
CM2672,247,Product Launch,2024-12-27,2024-12-24,6421.0,89295,124074,4.62,2.05,679,-4.03
CM3689,339,Brand Awareness,2024-04-30,2024-05-07,7566.0,403867,548734,2.75,6.1,251,23.68
CM1814,313,Brand Awareness,2024-06-13,2024-06-09,3287.0,943509,989793,8.61,4.6,783,12.2
CM1588,330,Giveaway,2024-04-08,2024-04-26,9083.0,26583,168492,7.51,1.62,578,
CM598,314,Product Launch,2024-07-11,2024-07-23,4208.0,621056,808742,1.12,6.22,879,6.45
CM4580,305,Brand Awareness,2024-05-14,2024-05-24,,997552,1079033,7.53,0.51,736,
CM2192,321,Brand Awareness,2024-05-18,2024-05-15,6416.0,576357,740988,2.33,9.75,126,19.22
CM2822,172,Affiliate,2024-10-09,2024-10-21,6551.0,560086,694176,6.25,8.16,250,14.07
CM4903,344,Giveaway,2024-12-02,2024-11-27,8448.0,151651,249697,1.29,11.96,686,49.16
CM3827,339,Affiliate,2024-05-21,2024-06-06,5286.0,428445,471129,6.4,1.09,838,17.82
CM3817,271,Brand Awareness,2024-12-16,2024-12-14,3316.0,552776,711214,9.07,10.85,862,23.31
CM4290,328,Giveaway,2024-11-08,2024-11-24,7923.0,551008,580620,5.55,6.29,439,30.01
CM1710,172,Brand Awareness,2024-12-23,2025-01-03,3691.0,510939,530726,1.45,8.91,350,42.44
CM2392,172,Product Launch,2024-03-06,2024-03-17,4813.0,594684,778711,1.97,10.59,799,24.49
CM4158,291,Affiliate,2024-02-23,2024-03-01,3518.0,371544,423900,8.26,14.34,889,19.45
CM2587,157,Brand Awareness,2024-09-26,2024-09-19,8516.0,547076,565490,6.66,2.34,120,44.6
CM1122,218,Giveaway,2024-12-24,2024-12-21,2195.0,246869,347891,7.21,12.18,71,-7.86
CM2532,347,Giveaway,2024-07-25,2024-08-08,9761.0,92123,153721,1.59,12.73,610,13.54
CM3082,297,Giveaway,2024-02-19,2024-02-16,4076.0,103756,216611,,8.74,586,-1.12
CM4254,297,Affiliate,2024-07-25,2024-08-06,8212.0,883894,1047308,5.58,7.95,875,-3.61
CM3978,341,Product Launch,2024-02-02,2024-02-09,1644.0,877902,919176,1.46,6.3,516,27.17
CM4571,350,Affiliate,2024-07-07,2024-07-12,3423.0,676109,784075,7.09,5.72,247,41.63
CM5057,338,Giveaway,2024-10-05,2024-10-01,663.0,227709,269731,2.62,5.28,791,28.03
CM765,306,Product Launch,2024-07-03,2024-07-03,5480.0,278599,407018,1.39,14.13,75,42.05
CM5051,250,Brand Awareness,2024-01-26,2024-01-30,7299.0,504028,692748,,10.94,212,-4.55
CM2909,268,Giveaway,2024-08-13,2024-08-26,9108.0,478158,602403,6.7,0.41,34,46.67
CM1652,245,Giveaway,2024-04-30,2024-04-22,8609.0,28618,197942,1.2,3.38,553,-4.46
CM4499,342,Affiliate,2024-09-07,2024-09-11,3332.0,755723,823159,8.6,12.07,285,46.38
CM2402,271,Product Launch,2024-02-02,2024-02-10,6996.0,136921,227688,9.81,8.0,306,11.6
CM1117,302,Giveaway,2024-04-02,2024-03-31,2484.0,133933,145672,4.19,1.92,537,59.25
CM657,330,Giveaway,2024-06-17,2024-06-13,3062.0,975388,1148190,7.75,5.32,721,
CM2652,314,Product Launch,2024-04-14,2024-04-04,,622597,726006,,14.25,616,1.31
CM1307,327,Giveaway,2024-02-16,2024-02-15,8337.0,415643,543324,1.2,14.82,45,19.48
CM2253,260,Brand Awareness,2024-12-19,2025-01-01,3917.0,704626,885799,9.5,10.71,883,19.48
CM3279,328,Affiliate,2024-12-15,2025-01-03,4589.0,622618,706179,2.37,15.0,621,46.54
CM2368,172,Affiliate,2024-07-31,2024-08-11,2338.0,858555,989818,9.9,2.4,82,
CM1610,279,Product Launch,2024-05-02,2024-05-02,5929.0,3598,19157,6.07,1.96,206,9.77
CM2854,338,Product Launch,2024-01-31,2024-01-25,8904.0,525209,555345,6.46,2.67,523,51.5
CM2404,305,Product Launch,2024-06-06,2024-05-31,2638.0,892903,894914,6.33,7.47,748,7.54
CM1784,350,Giveaway,2024-11-26,2024-12-05,4512.0,257080,365465,1.65,10.4,729,50.85
CM345,341,Giveaway,2024-05-09,2024-05-21,6037.0,709636,824486,5.73,1.34,898,
CM1263,333,Affiliate,2024-11-01,2024-11-15,1735.0,645693,746937,5.7,0.59,262,31.12
CM3177,268,Affiliate,2024-11-02,2024-11-18,7501.0,45221,185303,5.61,3.46,426,55.74
CM4276,332,Brand Awareness,2024-11-13,2024-11-21,5561.0,96987,184123,5.54,13.56,587,45.94
CM366,324,Affiliate,2024-05-17,2024-05-16,3038.0,643624,766939,9.21,3.15,441,0.22
CM2618,291,Giveaway,2024-08-24,2024-09-03,4295.0,92818,161801,7.86,1.03,16,34.83
CM1214,331,Brand Awareness,2024-12-20,2024-12-30,8148.0,647948,689133,4.98,4.46,115,2.36
CM163,236,Brand Awareness,2024-04-12,2024-04-20,1901.0,994830,1133673,9.79,1.56,527,38.4
CM2313,320,Affiliate,2024-05-17,2024-05-09,2163.0,373308,431758,2.18,7.03,612,30.44
CM4126,260,Product Launch,2024-05-13,2024-05-17,6754.0,847837,942328,1.68,0.54,198,-5.54
CM2405,268,Affiliate,2024-05-20,2024-05-10,4507.0,875294,1030793,4.78,9.98,525,57.57
CM3037,291,Product Launch,2024-03-25,2024-03-30,9456.0,592927,722672,8.79,9.3,23,17.3
CM4920,328,Brand Awareness,2024-06-18,2024-06-09,995.0,147284,261596,6.23,11.09,692,54.7
CM3382,349,Giveaway,2024-07-02,2024-07-04,6150.0,268535,270087,3.68,2.49,138,40.31
CM2167,305,Product Launch,2024-12-08,2024-12-27,1092.0,441769,470610,3.73,0.89,501,21.8
CM3098,323,Affiliate,2024-03-30,2024-04-13,7328.0,58858,237791,7.94,6.46,845,36.69
CM4022,263,Product Launch,2024-10-16,2024-10-27,1705.0,45537,84975,2.33,7.93,167,29.34
CM4409,333,Affiliate,2024-07-07,2024-07-21,8215.0,499535,632442,8.49,1.51,283,58.93
CM4383,271,Giveaway,2024-05-01,2024-05-07,9592.0,594465,650434,7.6,2.02,970,10.83
CM2488,343,Affiliate,2024-03-07,2024-02-26,3872.0,507911,644206,2.4,12.74,490,45.96
CM1884,258,Brand Awareness,2024-08-26,2024-08-16,1468.0,192933,358628,4.68,2.89,645,32.17
CM1337,157,Giveaway,2024-09-17,2024-09-22,1184.0,169702,327498,4.38,3.98,411,
CM203,324,Product Launch,2024-12-16,2025-01-02,9864.0,453685,513098,1.48,14.37,653,-2.66
CM2322,204,Brand Awareness,2024-10-11,2024-10-17,1232.0,471306,579324,5.44,11.31,170,15.49
CM4611,302,Brand Awareness,2024-01-18,2024-01-28,5334.0,832653,872762,0.63,1.94,450,54.94
CM372,204,Brand Awareness,2024-03-22,2024-04-02,3157.0,816329,985888,6.6,9.88,370,35.25
CM608,344,Brand Awareness,2024-06-26,2024-07-10,8995.0,450769,466602,5.07,1.25,552,24.98
CM3961,260,Giveaway,2024-11-21,2024-11-27,9518.0,959200,981729,3.53,12.14,194,40.97
CM3244,344,Product Launch,2024-04-24,2024-05-05,8662.0,527327,542524,8.65,7.53,790,-3.84
CM1949,342,Product Launch,2024-07-02,2024-07-04,9849.0,965535,1050491,3.37,8.35,684,
CM965,292,Giveaway,2024-07-26,2024-07-29,3249.0,644634,833048,0.76,9.41,905,5.95
CM2689,225,Product Launch,2024-03-30,2024-04-03,4856.0,692486,722273,2.04,9.4,264,45.88
CM1008,211,Brand Awareness,2024-08-01,2024-08-19,6624.0,311745,330858,5.29,10.79,303,31.91
CM2513,335,Product Launch,2024-05-09,2024-05-10,4378.0,83045,95696,2.62,0.68,935,45.29
CM4033,296,Giveaway,2024-09-27,2024-10-11,6436.0,18645,108028,9.83,13.5,97,35.18
CM1403,322,Affiliate,2024-12-04,2024-11-29,9886.0,251967,370504,1.4,7.23,154,1.11
CM1727,296,Giveaway,2024-03-23,2024-04-08,4996.0,262456,412371,4.47,2.18,566,
CM2516,267,Giveaway,2024-09-07,2024-09-10,2628.0,575891,756085,9.52,2.04,43,-3.67
CM1622,338,Affiliate,2024-04-14,2024-04-10,4100.0,980638,1111044,2.63,3.76,202,-1.85
CM935,346,Product Launch,2024-05-12,2024-05-20,4077.0,687229,842188,,5.39,548,9.5
CM458,299,Brand Awareness,2024-11-21,2024-12-05,,798872,801819,4.87,7.06,684,8.89
CM238,341,Giveaway,2024-02-20,2024-02-15,2697.0,75975,233689,4.46,3.61,328,42.66
CM399,323,Giveaway,2024-02-22,2024-03-11,1810.0,933346,968376,0.56,0.59,179,3.88
CM1656,334,Affiliate,2024-05-12,2024-05-14,3965.0,220288,304862,1.79,6.93,647,32.29
CM1103,335,Product Launch,2024-11-06,2024-11-16,2644.0,529382,606871,4.13,7.39,963,39.87
CM482,291,Giveaway,2024-05-28,2024-05-20,6406.0,997480,1017416,2.82,1.03,393,-5.82
CM1041,250,Affiliate,2024-11-12,2024-11-22,4469.0,478744,596903,0.75,4.57,173,29.26
CM2194,343,Brand Awareness,2024-10-24,2024-11-11,3199.0,259329,332575,3.6,2.33,491,-0.95
CM4095,344,Giveaway,2024-03-25,2024-04-06,1019.0,796962,927297,5.6,3.08,362,48.5
CM861,333,Affiliate,2024-01-12,2024-01-09,6433.0,162764,194335,3.7,10.79,268,56.07
CM5007,342,Product Launch,2024-12-04,2024-12-16,1447.0,917089,1116730,6.42,5.76,810,-5.72
CM4847,260,Affiliate,2024-11-28,2024-12-09,6428.0,930346,1077981,9.49,3.1,580,
CM2814,339,Affiliate,2024-01-23,2024-02-05,899.0,507398,524808,5.33,4.44,194,42.17
CM2317,203,Product Launch,2024-02-14,2024-02-17,9197.0,844214,876548,7.26,9.28,72,13.49
CM3185,302,Product Launch,2024-01-31,2024-02-16,2006.0,675567,820942,7.86,12.65,52,6.85
CM998,295,Affiliate,2024-01-28,2024-01-30,7161.0,416334,437221,,3.53,592,46.23
CM4273,350,Product Launch,2024-07-02,2024-07-03,5447.0,842254,969988,2.3,4.29,693,32.99
CM3245,218,Giveaway,2024-08-05,2024-08-22,5406.0,631903,707826,0.76,1.05,968,25.35
CM1502,342,Giveaway,2024-10-28,2024-10-22,9451.0,51955,104953,4.26,1.72,368,19.58
CM2281,330,Affiliate,2024-10-04,2024-10-07,,686691,841959,8.76,12.64,333,12.9
CM4134,241,Affiliate,2024-11-02,2024-11-19,4011.0,4654,180965,6.7,11.0,330,37.95
CM4622,345,Giveaway,2024-01-29,2024-01-21,1475.0,896072,949010,3.32,10.33,442,28.83
CM3249,305,Product Launch,2024-01-16,2024-01-25,800.0,988990,1090899,9.06,6.02,78,31.28
CM1612,342,Affiliate,2024-04-23,2024-04-13,5258.0,922556,971985,5.25,0.76,565,-0.1
CM1288,331,Affiliate,2024-11-17,2024-11-18,652.0,474354,606551,7.87,10.68,543,55.06
CM3287,343,Affiliate,2024-08-10,2024-08-22,9954.0,344802,514885,6.13,5.24,397,48.53
CM2277,211,Affiliate,2024-05-07,2024-05-14,9696.0,281917,460982,6.38,7.95,133,7.16
CM4922,349,Brand Awareness,2024-12-18,2025-01-03,3247.0,847620,984827,1.67,9.87,904,41.09
CM3764,297,Brand Awareness,2024-08-03,2024-08-08,,956480,1048598,9.86,3.13,491,-6.77
CM2722,341,Brand Awareness,2024-04-27,2024-04-21,678.0,345390,507146,8.0,9.17,523,55.06
CM208,331,Giveaway,2024-06-26,2024-06-18,1270.0,406096,488891,0.61,8.8,285,47.08
CM4381,163,Giveaway,2024-05-25,2024-06-06,3306.0,900804,939410,9.66,1.59,322,15.51
CM2558,313,Brand Awareness,2024-11-01,2024-11-08,7299.0,945585,1112257,9.98,14.22,364,50.33
CM530,245,Affiliate,2024-03-31,2024-03-22,3705.0,567879,742947,4.46,12.54,781,27.52
CM158,133,Product Launch,2024-05-08,2024-05-22,1994.0,341387,367932,9.58,8.6,791,39.21
CM176,241,Brand Awareness,2024-02-07,2024-02-05,7334.0,439894,536262,2.23,5.38,204,19.21
CM896,334,Product Launch,2024-09-29,2024-09-24,782.0,652387,741760,9.55,14.72,131,
CM468,335,Giveaway,2024-09-17,2024-09-23,8762.0,196333,240040,3.39,12.09,640,48.88
CM2100,345,Brand Awareness,2024-02-02,2024-01-28,2433.0,377968,535619,9.44,12.54,443,46.87
CM885,256,Affiliate,2024-06-24,2024-06-16,7405.0,672833,708366,7.28,12.04,885,32.96
CM4577,333,Giveaway,2024-05-21,2024-05-16,6109.0,2316,50674,7.56,10.95,985,21.55
CM4457,327,Brand Awareness,2024-08-01,2024-08-04,9948.0,330649,478050,3.86,8.34,270,38.71
CM2224,328,Brand Awareness,2024-08-29,2024-09-01,9066.0,541209,566264,7.86,8.56,45,19.33
CM2254,327,Product Launch,2024-06-02,2024-06-11,9958.0,318685,439864,8.33,9.84,454,2.51
CM1992,236,Brand Awareness,2024-05-27,2024-06-08,4724.0,648786,750147,5.3,7.41,955,21.73
CM2340,133,Giveaway,2024-05-15,2024-05-08,5039.0,795171,972284,3.81,10.7,13,19.73
CM5094,338,Affiliate,2024-10-22,2024-10-26,684.0,102243,231976,1.24,5.15,608,56.95
CM3825,329,Product Launch,2024-04-20,2024-04-18,3445.0,329520,396361,1.03,11.97,144,38.39
CM2002,334,Affiliate,2024-10-06,2024-10-24,5899.0,183434,294993,1.88,12.85,327,20.24
CM221,321,Brand Awareness,2024-09-08,2024-09-07,1936.0,866362,1041854,1.1,0.93,667,33.86
CM3307,298,Brand Awareness,2024-12-07,2024-12-20,2463.0,654090,822886,2.75,3.58,926,9.4
CM2621,331,Affiliate,2024-07-05,2024-07-09,3422.0,696635,820062,8.68,1.55,748,38.12
CM3983,349,Brand Awareness,2024-02-04,2024-01-26,3911.0,472399,536726,9.08,7.32,717,33.04
CM1010,211,Product Launch,2024-06-06,2024-06-01,1300.0,774253,853740,7.86,6.9,620,34.93
CM224,236,Product Launch,2024-07-16,2024-07-19,,741018,843845,5.47,2.08,29,
CM2744,245,Affiliate,2024-12-13,2024-12-25,9088.0,722049,733835,9.51,1.5,228,27.57
CM2221,172,Brand Awareness,2024-12-15,2024-12-11,5670.0,487830,640602,7.78,8.75,56,23.44
CM4928,320,Product Launch,2024-03-07,2024-03-22,9256.0,796947,901093,0.91,5.31,648,4.19
CM1686,324,Affiliate,2024-05-14,2024-05-17,7228.0,405982,575756,9.51,12.38,719,22.79
CM1357,344,Affiliate,2024-04-21,2024-05-08,,678343,831293,3.39,3.27,859,57.66
CM3768,331,Affiliate,2024-07-25,2024-08-09,6991.0,994741,1084571,6.01,12.65,388,-3.67
CM4714,328,Affiliate,2024-05-22,2024-06-10,8183.0,310982,432229,6.09,9.67,949,50.72
CM3707,314,Giveaway,2024-10-17,2024-10-26,5053.0,320342,418733,7.38,3.87,789,32.85
CM1278,258,Affiliate,2024-02-12,2024-02-15,3597.0,903677,919305,7.09,3.55,849,4.3
CM2994,268,Giveaway,2024-11-12,2024-11-15,1080.0,556364,582982,5.27,2.11,729,-8.98
CM2865,306,Giveaway,2024-12-21,2024-12-31,5611.0,840433,925547,1.28,9.58,679,47.77
CM3798,279,Product Launch,2024-08-22,2024-08-16,9559.0,966684,1097698,5.38,13.96,743,
CM2586,348,Product Launch,2024-06-20,2024-07-02,4185.0,370992,414555,8.49,9.69,819,39.18
CM4031,331,Product Launch,2024-11-30,2024-12-08,9155.0,164277,185089,4.53,9.42,363,14.76
CM542,204,Brand Awareness,2024-06-12,2024-06-03,2817.0,593106,624922,9.73,8.17,814,5.54
CM2188,319,Product Launch,2024-04-18,2024-04-23,1113.0,258476,282189,2.07,5.48,399,15.81
CM3158,291,Giveaway,2024-08-14,2024-08-28,1673.0,333432,488479,2.71,14.12,373,58.35
CM1025,163,Giveaway,2024-01-11,2024-01-26,5941.0,774386,779523,3.61,10.75,381,9.39
CM2710,320,Giveaway,2024-06-28,2024-07-06,1875.0,663737,734297,4.65,8.56,985,7.59
CM4632,203,Brand Awareness,2024-12-22,2025-01-03,5160.0,769880,949859,9.59,5.32,798,16.84
CM2571,322,Product Launch,2024-04-14,2024-04-14,7395.0,132148,204892,4.95,12.07,959,20.46
CM5017,339,Brand Awareness,2024-10-30,2024-11-16,,991635,1103456,5.98,4.31,572,-6.86
CM1511,172,Giveaway,2024-04-27,2024-05-07,,20567,30240,8.64,14.22,99,-0.26
CM4848,278,Giveaway,2024-08-11,2024-08-16,9145.0,851531,895724,4.62,1.58,714,-4.32
CM4370,337,Giveaway,2024-08-30,2024-08-28,8896.0,714601,774649,3.19,6.85,500,
CM1609,340,Product Launch,2024-03-04,2024-03-16,4617.0,954406,1056273,2.95,1.81,306,42.21
CM1327,279,Product Launch,2024-07-28,2024-07-30,9041.0,648899,818990,5.22,4.42,871,28.27
CM3938,305,Brand Awareness,2024-05-20,2024-05-27,2037.0,197591,314896,6.54,13.98,245,1.01
CM3461,323,Affiliate,2024-04-19,2024-05-03,,443501,527865,3.06,1.1,141,9.09
CM3842,236,Affiliate,2024-06-30,2024-07-19,3795.0,88942,244579,9.74,3.37,125,44.05
CM2723,236,Brand Awareness,2024-07-10,2024-07-19,662.0,654638,722138,8.95,5.58,934,33.25
CM3597,163,Brand Awareness,2024-01-17,2024-01-13,6289.0,276055,461291,8.08,11.64,491,15.22
CM424,344,Affiliate,2024-02-08,2024-02-15,5408.0,672147,822333,5.44,12.24,644,20.65
CM3385,345,Giveaway,2024-06-17,2024-06-26,4669.0,16091,156986,4.24,1.54,793,51.41
CM2331,334,Affiliate,2024-06-18,2024-07-01,3876.0,272102,327842,7.92,0.32,126,49.89
CM4255,341,Giveaway,2024-12-09,2024-12-16,5180.0,983005,1038685,4.25,3.28,568,3.47
CM2186,341,Affiliate,2024-08-10,2024-08-14,3511.0,480106,659960,2.0,8.99,735,50.28
CM3615,334,Giveaway,2024-06-11,2024-06-08,7089.0,601790,677371,7.68,1.69,86,19.32
CM3566,327,Giveaway,2024-04-29,2024-04-20,4829.0,219123,359260,9.59,12.36,704,
CM1598,332,Product Launch,2024-02-21,2024-02-29,8815.0,529010,543379,6.56,5.97,652,31.57
CM1602,324,Brand Awareness,2024-10-24,2024-11-08,4724.0,652718,744632,7.4,4.04,770,17.91
CM1106,247,Giveaway,2024-01-29,2024-02-06,1876.0,293899,367839,2.36,8.3,794,26.54
CM4283,336,Brand Awareness,2024-08-09,2024-08-26,8392.0,502130,614603,6.81,8.25,248,7.49
CM3771,317,Giveaway,2024-04-10,2024-04-13,4013.0,498730,506662,6.11,7.98,376,33.96
CM4828,211,Product Launch,2024-08-18,2024-09-05,6060.0,631543,651315,4.38,2.68,173,55.12
CM1567,320,Brand Awareness,2024-06-18,2024-06-13,7752.0,676581,818691,6.45,1.11,627,44.43
CM1325,299,Product Launch,2024-02-11,2024-03-01,3346.0,91888,229113,5.21,5.8,976,25.4
CM3188,348,Affiliate,2024-12-18,2024-12-21,2317.0,12817,67265,2.89,13.66,313,19.84
CM2403,302,Product Launch,2024-05-31,2024-05-31,2336.0,156790,347348,4.59,10.37,954,20.33
CM2516,267,Giveaway,2024-09-07,2024-09-10,2628.0,575891,756085,9.52,2.04,43,-3.67
CM4104,241,Affiliate,2024-04-09,2024-04-04,6573.0,28134,47859,6.32,2.61,780,48.27
CM1316,133,Affiliate,2024-11-08,2024-11-18,2864.0,405220,482084,4.56,11.24,249,38.96
CM4262,340,Product Launch,2024-09-10,2024-09-20,3197.0,930007,954666,2.82,0.4,697,14.47
CM3828,203,Product Launch,2024-12-21,2024-12-31,9569.0,874286,905997,4.32,1.79,930,2.22
CM520,335,Giveaway,2024-08-19,2024-08-30,2188.0,47652,126994,9.57,5.14,640,1.07
